Transaction_ID,Price,Date,Postcode,Property_Type,Old_New,Duration,PAON,SAON,Street,Locality,Town_City,District,PPD_Category,Record_Status,County
{DBA4FA6A-C913-43AA-B639-EF5B57B10206},500000,2013-09-04 00:00,EC2Y 9AP,F,Y,L,"THE HERON, 5",APARTMENT 2003,MOOR LANE,,LONDON,CITY OF LONDON,A,A,GREATER LONDON
{8DA6A957-210D-4AEC-A1E7-F66DACF6C204},475000,2013-03-01 00:00,BR6 6HB,D,N,F,1,,ORLESTONE GARDENS,,ORPINGTON,BROMLEY,A,A,GREATER LONDON
{429BC3F1-99B2-4ED1-A06E-F66DA100AB63},320000,2013-05-24 00:00,SW17 7DT,F,N,L,"ALBERT HOUSE, 77",FLAT 1,HENDHAM ROAD,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{4260CD4A-781C-4932-85AF-F66D9FF3D40E},630000,2013-11-26 00:00,E14 9RU,F,N,L,"DISCOVERY DOCK APARTMENTS EAST, 3",FLAT 78,SOUTH QUAY SQUARE,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{6003061E-BFD9-40E6-A406-F2DDB269E2E6},305000,2013-01-30 00:00,N16 7UX,T,N,L,359,GROUND AND FIRST FLOOR FLAT,AMHURST ROAD,,LONDON,HACKNEY,A,A,GREATER LONDON
{D35F02B2-57FD-4476-988D-F2DDB1361994},315000,2013-10-16 00:00,EN2 8HG,T,N,F,32,,JOHN GOOCH DRIVE,,ENFIELD,ENFIELD,A,A,GREATER LONDON
{9FF9DD93-63F7-4721-864F-F2DD7868AFB0},234950,2013-09-18 00:00,SM4 5PG,F,N,L,144,,HATFEILD MEAD,,MORDEN,MERTON,A,A,GREATER LONDON
{1EE7EF5F-B6F0-4449-AB6D-EF5AD4365432},290000,2013-09-04 00:00,E14 7FP,F,N,L,"HARLEY HOUSE, 11",FLAT 204,FRANCES WHARF,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{8FE04DDF-01C1-484E-A83B-542F5DE668A6},210000,2013-04-30 00:00,IG1 1HQ,T,N,F,108,,WINDSOR ROAD,,ILFORD,REDBRIDGE,A,A,GREATER LONDON
{82EACA82-066C-42EE-95E5-542F1449A51A},285000,2013-11-27 00:00,SE9 3HB,S,N,F,22,,HEVER CROFT,,LONDON,GREENWICH,A,A,GREATER LONDON
{26F182F5-35D8-49EE-9A9A-5B42841D2395},217000,2013-10-07 00:00,SE25 4XT,S,N,F,26,,APSLEY ROAD,,LONDON,CROYDON,A,A,GREATER LONDON
{18104B46-2E67-478D-8DBD-4CF830119B33},310000,2013-04-18 00:00,SE16 7EB,F,Y,L,"BRAMPTON HOUSE, 17",FLAT 18,ALBATROSS WAY,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{039C8070-A8A1-481B-8A91-4CF82B5880E5},950000,2013-09-10 00:00,HA5 3YH,D,N,F,BROOKSIDE,,POTTER STREET HILL,,PINNER,HARROW,A,A,GREATER LONDON
{59E70FC9-9374-4489-8B5F-5085FB1BC76D},438000,2013-10-17 00:00,SE12 9SZ,S,N,F,37,,LUFFMAN ROAD,,LONDON,LEWISHAM,A,A,GREATER LONDON
{F69BA045-0E39-4FE1-BA33-5B425110A13B},223000,2013-09-24 00:00,CR4 1AY,T,N,F,10,,FIRS CLOSE,,MITCHAM,MERTON,A,A,GREATER LONDON
{D0EFF21F-ADC8-4F00-8AC3-4CF7F5E608D1},605000,2013-04-02 00:00,W5 2BF,F,Y,L,DICKENS YARD,141 BELGRAVIA HOUSE,LONGFIELD AVENUE,,LONDON,EALING,A,A,GREATER LONDON
{F88E9482-C713-421E-978D-5085D7E61707},854500,2013-10-17 00:00,W6 0DP,T,N,F,75,,CARDROSS STREET,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{F6317292-C81C-447E-81BF-5B4209634F8D},375000,2013-12-16 00:00,SW18 4FY,F,Y,L,"COPPERLIGHT APARTMENTS, 16",49,BUCKHOLD ROAD,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{9917494F-F006-48BF-8D0E-508592F007D5},345000,2013-12-20 00:00,TW4 6HJ,T,Y,F,332,,BEAVERS LANE,,HOUNSLOW,HOUNSLOW,A,A,GREATER LONDON
{D065A210-DB1A-46E5-9195-4CF7864343FD},840000,2013-04-02 00:00,SW1V 3DZ,F,N,L,24E,,LUPUS STREET,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{1260676C-8635-467C-9F34-5085450C5D92},245000,2013-05-29 00:00,DA15 7AH,F,Y,L,SAXBY APARTMENTS,FLAT 16,STATION ROAD,,SIDCUP,BEXLEY,A,A,GREATER LONDON
{B536986D-5340-4A67-B461-942F857C31F6},499950,2013-07-10 00:00,SM5 4DP,D,N,F,183,,BANSTEAD ROAD,,CARSHALTON,SUTTON,A,A,GREATER LONDON
{FEC1EEB2-3DFA-4028-966E-97A983296598},286000,2013-10-08 00:00,KT2 7RH,F,N,L,HILLSIDE COURT,8,CRESCENT ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,A,A,GREATER LONDON
{031992B0-06B5-4D55-ACDA-942F556369EE},245000,2013-11-08 00:00,SE10 8TJ,F,N,L,93B,,BLACKHEATH HILL,,LONDON,GREENWICH,A,A,GREATER LONDON
{D7F2B6F0-16C1-4F1E-8E04-9B3DA03AA94C},408000,2013-06-21 00:00,W9 3JT,F,N,L,145,GROUND FLOOR FLAT,SALTRAM CRESCENT,MAIDA VALE,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{517B9AF7-67F5-402B-A6C0-97A92E97222A},250000,2013-10-11 00:00,SE6 1HP,T,N,F,135A,THE COTTAGE,WELLMEADOW ROAD,CATFORD,LONDON,LEWISHAM,A,A,GREATER LONDON
{DB953A8B-856B-454C-B831-942EE4701ADB},395000,2013-12-06 00:00,SE3 7BD,F,N,L,34C - 34D,,SHOOTERS HILL ROAD,,LONDON,GREENWICH,A,A,GREATER LONDON
{43F3A93E-3FA0-42A0-9E0B-9B3D1DF7A81F},645000,2013-12-13 00:00,KT2 5RS,S,N,F,105,,DURLSTON ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,A,A,GREATER LONDON
{781D7B66-DAE2-4DEA-AC5F-A26177973B6C},210000,2013-12-13 00:00,SW16 5EY,F,N,L,41,,BYARDS CROFT,,LONDON,MERTON,A,A,GREATER LONDON
{CA203760-A02C-4030-858D-9ECB2D260710},518000,2013-05-24 00:00,IG8 8RN,F,N,L,DEVONSHIRE HOUSE,FLAT 11,BRANDESBURY SQUARE,,WOODFORD GREEN,REDBRIDGE,A,A,GREATER LONDON
{ADD0F82B-D857-4871-B963-97A87CD4CB58},250000,2013-11-08 00:00,NW2 5PA,F,N,L,9A,,BELTON ROAD,,LONDON,BRENT,A,A,GREATER LONDON
{65BD0420-1C8F-43BF-ABFA-97A865DD0BA1},628000,2013-10-31 00:00,E8 2EB,T,N,F,83,,SHACKLEWELL LANE,,LONDON,HACKNEY,A,A,GREATER LONDON
{D12FAB5F-0EAA-4E17-B48F-9ECB094DD009},600000,2013-09-30 00:00,SW4 6EZ,F,N,L,6,FLAT 2,NAVY STREET,,LONDON,LAMBETH,A,A,GREATER LONDON
{DD82D451-CCB5-47E5-8C42-97A8342189DB},215000,2013-12-13 00:00,KT5 8PY,F,N,L,32,1,KING CHARLES ROAD,,SURBITON,KINGSTON UPON THAMES,A,A,GREATER LONDON
{B5B57BB5-B427-4BCB-80BF-A26104055276},440000,2013-08-21 00:00,E2 7DT,F,N,L,"TRIA APARTMENTS, 49",FLAT 36,DURANT STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{0FD3C168-4451-43EE-82F1-A260E8338B2F},362500,2013-11-04 00:00,HA5 2PF,S,N,F,194,,JOEL STREET,,PINNER,HILLINGDON,A,A,GREATER LONDON
{87411406-AD57-4FB6-9BF4-A260E2961869},243000,2013-02-08 00:00,N22 8RD,F,N,L,118,FLAT 2,PALMERSTON ROAD,,LONDON,ENFIELD,A,A,GREATER LONDON
{B5548FCC-378E-4D89-ABF9-929623A9CF2A},132000,2013-03-28 00:00,CR0 8TE,F,N,L,133A,,WICKHAM ROAD,,CROYDON,CROYDON,A,A,GREATER LONDON
{294688FB-61ED-4991-8953-87D68A105E9B},360000,2013-09-09 00:00,SW13 0DA,F,N,L,61,,ROCKS LANE,,LONDON,RICHMOND UPON THAMES,A,A,GREATER LONDON
{DC926A78-AC9F-47E7-AE5B-8B5F8546E0C9},295000,2013-11-29 00:00,SE12 9PP,S,N,F,143,,MARVELS LANE,,LONDON,LEWISHAM,A,A,GREATER LONDON
{BC5EC61E-03F9-426E-98AA-9295656283A0},500000,2013-09-06 00:00,KT6 7UD,T,N,F,186,,ELLERTON ROAD,,SURBITON,KINGSTON UPON THAMES,A,A,GREATER LONDON
{58C642C3-E6E7-44D6-99E0-92B2BB2BA68B},237500,2013-09-25 00:00,SE15 6HT,F,N,L,34,FLAT 8,LYNBROOK GROVE,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{33535BC5-5EAC-46B5-A3FB-87D5FDAD93CF},625000,2013-09-11 00:00,CR2 7HS,D,N,F,1,,BALLATER ROAD,,SOUTH CROYDON,CROYDON,A,A,GREATER LONDON
{C85C8C3B-9DF6-4EE5-92CE-8B5F2926F7D5},805000,2013-02-22 00:00,NW7 4NN,S,N,F,22,,LAWRENCE AVENUE,,LONDON,BARNET,A,A,GREATER LONDON
{9D43B634-C6C7-4C4E-9966-8B5EE9A2D7BF},250000,2013-08-28 00:00,SE8 5BE,F,N,L,107,,JOHN SILKIN LANE,,LONDON,LEWISHAM,A,A,GREATER LONDON
{58E3E957-0024-4F48-A0FF-8F03EE578DFD},185000,2013-12-06 00:00,RM9 4QU,T,N,F,418,,LODGE AVENUE,,DAGENHAM,BARKING AND DAGENHAM,A,A,GREATER LONDON
{D593CE56-64BD-4FB5-ADF2-92B23F8A9182},1280000,2013-07-19 00:00,SW20 0NA,D,N,F,1,,COPSE HILL,,LONDON,MERTON,A,A,GREATER LONDON
{0202A664-0D39-4DC4-AFC7-8F03B1BBC59B},208000,2013-11-01 00:00,TW8 0GQ,F,Y,L,LAVAL HOUSE,APARTMENT 705,EALING ROAD,,BRENTFORD,HOUNSLOW,A,A,GREATER LONDON
{D4B89625-3216-475B-B10B-F66BD2C5B2C1},1375000,2013-02-21 00:00,SW7 3NH,F,N,L,27,FLAT 8,ONSLOW SQUARE,,LONDON,KENSINGTON AND CHELSEA,A,A,GREATER LONDON
{2363862E-571A-4F14-BDBB-F66B5A873C99},340000,2013-03-01 00:00,SW1V 2LS,F,N,L,ARUNDEL COURT,FLAT 4A,CHURTON STREET,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{FB2165FE-D313-49AF-BC95-F66B2FC155BD},250000,2013-12-13 00:00,W6 9LT,F,N,L,40,FLAT 3,WELTJE ROAD,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{CEB3DDAE-0B4D-40E6-9278-EF5A067A84DD},204000,2013-11-26 00:00,RM8 2GJ,F,Y,L,"LOUGHBOROUGH HOUSE, 2",FLAT 512,HONOUR GARDENS,,DAGENHAM,BARKING AND DAGENHAM,A,A,GREATER LONDON
{47B8DABE-B701-4BA5-A025-EF5A00A84C22},108000,2013-05-20 00:00,RM1 4DD,F,N,L,4,,ST EDWARDS WAY,,ROMFORD,HAVERING,A,A,GREATER LONDON
{CA63ACA1-F368-4EF0-BD75-EF59E82FD395},290000,2013-07-22 00:00,N13 5NB,T,N,F,40,,NEW PARK AVENUE,,LONDON,ENFIELD,A,A,GREATER LONDON
{4CD246A1-B262-41E4-8AF3-EF5939A5B0D8},217500,2013-12-17 00:00,SE20 7BW,F,N,L,10C,,MOSSLEA ROAD,,LONDON,BROMLEY,A,A,GREATER LONDON
{60CB1541-47D6-46A2-9B60-F2DAF5897A88},212000,2013-07-26 00:00,SM2 6JP,F,N,L,"THE LIMES, 118",FLAT 1,MULGRAVE ROAD,,SUTTON,SUTTON,A,A,GREATER LONDON
{52F79750-F743-4466-9D09-57A930E7AECC},465000,2013-11-11 00:00,W2 3AF,F,N,L,53,FLAT 6A,QUEENS GARDENS,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{8EBDC2FC-D2B8-49CB-A3E9-542E072019A7},310101,2013-03-25 00:00,SW9 6BD,F,N,L,114 - 118,FLAT E,BRIXTON ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{16A763BA-7863-49D6-9F6C-5B41A253CAA1},860000,2013-04-05 00:00,N16 0DS,T,N,F,39,,CHESHOLM ROAD,,LONDON,HACKNEY,A,A,GREATER LONDON
{B3AEE286-7A9E-4C1D-AA6B-4CF733D4D85F},207000,2013-11-01 00:00,TW11 0HT,F,N,L,"TENTERS HOUSE, 18",6,LITTLE QUEENS ROAD,,TEDDINGTON,RICHMOND UPON THAMES,A,A,GREATER LONDON
{1F442600-67ED-48E0-B816-542DDB8BCD5F},437500,2013-11-08 00:00,SE16 5QF,F,N,L,"PACIFIC WHARF, 165",FLAT 3,ROTHERHITHE STREET,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{066D8D82-4886-41EB-A8A1-508482C46F42},257000,2013-11-26 00:00,RM6 5TT,T,N,F,85,,BLACKBUSH AVENUE,,ROMFORD,REDBRIDGE,A,A,GREATER LONDON
{35CB20F1-E568-4205-BBF5-57A84A37AE5C},675000,2013-12-18 00:00,E1 2LA,T,N,F,13,,RAMPART STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{C45AED20-FE0B-46C5-BAB8-508454FF6A0F},230000,2013-03-21 00:00,SW6 7NG,F,N,L,HARTOPP POINT,FLAT 40,PELLANT ROAD,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{9B8CAA7D-76CA-4CBF-8DD2-50845080F876},670000,2013-04-25 00:00,SW15 2BB,T,Y,F,2,,WINCHESTER WALK,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{ECEE423A-AAC3-4876-8427-542D16A4F68A},565000,2013-11-11 00:00,W11 1DR,F,N,L,CASTERBRIDGE,FLAT 39,DARTMOUTH CLOSE,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{D1FDDCB8-9929-4C73-B958-5B40C4B1C422},270000,2013-06-05 00:00,UB3 4FF,F,Y,L,NAVIGATION BUILDING,FLAT 513,STATION APPROACH,,HAYES,HILLINGDON,A,A,GREATER LONDON
{2A5DB654-D33F-418C-9753-4CF62EA98CCF},371000,2013-07-26 00:00,N1 5EH,F,N,L,DANIELL HOUSE,FLAT 12,CRANSTON ESTATE,,LONDON,HACKNEY,A,A,GREATER LONDON
{8ACE7E6C-4C35-474B-BF6A-50841E4EFA43},207500,2013-11-22 00:00,HA9 6BF,F,N,L,"ELIZABETH HOUSE, 341",FLAT 62,HIGH ROAD,,WEMBLEY,BRENT,A,A,GREATER LONDON
{95237627-4BF6-415C-8CE0-542C95EA78A8},335000,2013-06-07 00:00,IG1 3PQ,T,N,F,36,,ST GEORGES ROAD,,ILFORD,REDBRIDGE,A,A,GREATER LONDON
{26BE4FC4-0C1D-4E4D-84CB-5B4074F7631B},198000,2013-07-12 00:00,SE18 1HY,T,N,F,18,,BENARES ROAD,,LONDON,GREENWICH,A,A,GREATER LONDON
{74B21A7B-D117-40A5-908A-57A79750ABC5},465000,2013-07-12 00:00,BR1 4BS,S,N,F,18,,WARREN AVENUE,,BROMLEY,BROMLEY,A,A,GREATER LONDON
{20BEF48D-DA03-431E-95F6-5B40449C0451},1395000,2013-05-08 00:00,SW4 9ND,T,N,F,26,,FRANCONIA ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{0EF042D8-5505-48C9-B631-97A7ED36D0FC},440000,2013-07-31 00:00,IG8 0FB,F,N,L,"ETON HEIGHTS, 145",FLAT 12,WHITEHALL ROAD,,WOODFORD GREEN,REDBRIDGE,A,A,GREATER LONDON
{48A0BB35-AE65-4D6F-94C0-97A7D1EAF4B6},210000,2013-08-19 00:00,SE19 3HW,F,Y,L,315,FLAT 6,BEULAH HILL,,LONDON,CROYDON,A,A,GREATER LONDON
{324B3BED-C3B3-4456-AADC-9B3C4051600D},385000,2013-09-20 00:00,HA7 1LJ,S,N,F,16,,CHARMIAN AVENUE,,STANMORE,HARROW,A,A,GREATER LONDON
{FF3B2490-B35C-48B5-91B1-942D817159C1},165000,2013-09-06 00:00,E7 8EA,F,N,L,536,,KATHERINE ROAD,,LONDON,NEWHAM,A,A,GREATER LONDON
{2181E097-A43D-4E5E-9BCE-97A765C8F495},280000,2013-05-10 00:00,TN16 3QG,D,N,F,31,,LILLIE ROAD,BIGGIN HILL,WESTERHAM,BROMLEY,A,A,GREATER LONDON
{F9367ED9-95C7-49E2-B5E8-A2600B6F286F},490000,2013-07-01 00:00,TW2 7QA,S,N,F,104,,GLADSTONE AVENUE,,TWICKENHAM,RICHMOND UPON THAMES,A,A,GREATER LONDON
{8352A4D2-5573-4496-BC81-A25FF6051536},179950,2013-09-13 00:00,SE27 9RS,F,N,L,JEAN HUMBERT HOUSE,FLAT 9,CARNAC STREET,,LONDON,LAMBETH,A,A,GREATER LONDON
{00847781-BA70-4FA0-B4E0-A25FC9DEA923},2175000,2013-10-01 00:00,SW15 1BN,S,N,F,3,,DRYBURGH ROAD,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{6110D194-A00E-4177-8F9A-8B5E8B26B66E},612228,2013-09-02 00:00,E14 8RJ,F,N,L,"BELGRAVE COURT, 36",APARTMENT 103,WESTFERRY CIRCUS,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{897B52E8-5924-4B0E-AF25-9294A4AA7FEA},337000,2013-11-08 00:00,E1 4GE,F,Y,L,"BOVET COURT, 164",FLAT 33,HARFORD STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{A04C9BC0-E5BC-4A0B-B1A7-8F0329A30AAC},314000,2013-10-02 00:00,HA1 1JU,F,N,L,"RAMA APARTMENTS, 17",16,ST ANNS ROAD,,HARROW,HARROW,A,A,GREATER LONDON
{4D349C14-D849-4B35-A8BB-87D4C75BC432},314000,2013-03-18 00:00,BR3 4NX,S,N,F,3,,ARROL ROAD,,BECKENHAM,BROMLEY,A,A,GREATER LONDON
{4412D00A-1539-4889-9235-8F02BAE231E7},570000,2013-10-16 00:00,SW11 5ER,F,Y,L,"PORTLAND APARTMENTS, 161",7,GIDEON ROAD,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{337F5222-7F46-4FD0-80E7-87D4AA90B8A9},905000,2013-04-05 00:00,N3 1BJ,S,N,F,40,,CHURCH CRESCENT,,LONDON,BARNET,A,A,GREATER LONDON
{BB6261CA-0E43-4424-884C-8B5DE7358108},400000,2013-08-30 00:00,SW4 6EU,F,N,L,ELMHURST MANSIONS,FLAT 68,EDGELEY ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{3052703F-947B-4812-8107-87D42BDCBCD5},1130000,2013-10-31 00:00,NW11 7YB,S,N,F,217,,HAMPSTEAD WAY,,LONDON,BARNET,A,A,GREATER LONDON
{71F7CCE9-4F0C-4E65-97DF-8F0239B4769D},599000,2013-11-15 00:00,SE3 7RL,S,N,F,2,,DINSDALE ROAD,,LONDON,GREENWICH,A,A,GREATER LONDON
{A543E1A6-06AD-4F6B-9C38-87D3EFAFE63A},450000,2013-11-08 00:00,SM6 8PL,T,N,F,20,,EAST AVENUE,,WALLINGTON,SUTTON,A,A,GREATER LONDON
{368A9C41-26DA-4B7D-8D7F-87D3EDF90B84},372500,2013-11-15 00:00,SE4 1YB,F,N,L,52,FLAT 3,TRESSILLIAN ROAD,,LONDON,LEWISHAM,A,A,GREATER LONDON
{E9FB73BD-1F2F-4398-8C37-87D3771063B1},216500,2013-10-17 00:00,E7 8NL,T,N,F,77,,STAFFORD ROAD,,LONDON,NEWHAM,A,A,GREATER LONDON
{AE75D649-D87B-45C2-892A-8B5CEB1DC6D2},580000,2013-03-28 00:00,W13 0SR,T,N,F,16A - 16B,,BROADWAY,WEST EALING,LONDON,EALING,A,A,GREATER LONDON
{8A09E4E4-2CC3-419F-956C-9292D4FDF038},250000,2013-09-13 00:00,RM11 3AU,S,N,F,72,,WINGLETYE LANE,,HORNCHURCH,HAVERING,A,A,GREATER LONDON
{33A76A68-9054-42EB-A365-F9E7A14CFC5D},135000,2013-01-14 00:00,E11 3JN,F,N,L,50A,,WORSLEY ROAD,,LONDON,WALTHAM FOREST,A,A,GREATER LONDON
{A2E9BCB7-9AF5-4D28-A1A6-F66A9BF4B3D4},185000,2013-07-05 00:00,SE23 1PT,F,N,L,59,FLAT 4,BROCKLEY PARK,,LONDON,LEWISHAM,A,A,GREATER LONDON
{7351D30D-4D93-4B4F-B50E-EF58FDF785C6},275000,2013-04-16 00:00,UB3 1TQ,S,N,F,34,,COLBROOK AVENUE,,HAYES,HILLINGDON,A,A,GREATER LONDON
{1BD47803-0872-4C78-A88B-F2DA904EFAA0},287500,2013-02-28 00:00,E3 4RL,F,N,L,"CANDY WHARF, 22",FLAT 25,COPPERFIELD ROAD,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{A39D700E-A9E7-469E-9041-F2DA4F2E2D78},406100,2013-11-14 00:00,TW2 5HA,T,N,F,5,,MILL ROAD,,TWICKENHAM,RICHMOND UPON THAMES,A,A,GREATER LONDON
{52160FF2-BDF5-4A55-97FA-F9E737C3D0C6},350000,2013-07-22 00:00,E14 7FY,F,Y,L,"INGOT TOWER, 28",FLAT 902,URSULA GOULD WAY,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{F8BE8CA4-F7F8-471E-9F2A-F669B1FC078F},600000,2013-07-01 00:00,N1 3LY,F,N,L,8,FLAT 22,SOUTHGATE ROAD,,LONDON,HACKNEY,A,A,GREATER LONDON
{23D162E7-05D0-4032-86F0-EF587E830D78},262500,2013-06-20 00:00,TW8 0HD,F,Y,L,G23 WALLIS HOUSE,,GREAT WEST ROAD,,BRENTFORD,HOUNSLOW,A,A,GREATER LONDON
{BE451B54-F8FF-4B96-B89E-FD67C7336BAA},700000,2013-08-01 00:00,N12 7HJ,S,N,F,52,,NORTHIAM,WOODSIDE PARK,LONDON,BARNET,A,A,GREATER LONDON
{2D3664DA-8A8F-47A8-B7C7-FD67B3147FA5},430000,2013-05-30 00:00,NW3 7AG,F,N,L,"WESTFIELD LODGE, 302",APARTMENT 8,FINCHLEY ROAD,,LONDON,CAMDEN,A,A,GREATER LONDON
{4729F98B-6D4A-47D7-A525-EF57AC728960},317500,2013-06-06 00:00,W13 8PZ,F,N,L,65,,LANGHAM GARDENS,,LONDON,EALING,A,A,GREATER LONDON
{80CCF4BA-07E4-4038-9248-F2D93403EF60},152000,2013-08-29 00:00,SE14 6DW,F,N,L,64,,SOUTHERNGATE WAY,,LONDON,LEWISHAM,A,A,GREATER LONDON
{7B3F0AC5-CBF7-4565-87D6-FD675B4A9FA9},309995,2013-05-24 00:00,UB3 2FS,S,Y,F,29,,ALBACORE WAY,,HAYES,HILLINGDON,A,A,GREATER LONDON
